"","predictions"
"2609",272826.138889999
"2610",277921.209690932
"2611",194826.183528788
"2612",204205.489126579
"2613",178543.780661321
"2614",225341.334385185
"2615",258650.767681647
"2616",231265.908123407
"2617",262079.381419826
"2618",160406.338161184
"2619",144368.181462892
"2620",342600.430390805
"2621",238599.259409165
"2622",231476.302687168
"2623",407734.920717931
"2624",258224.220199328
"2625",173644.031549509
"2626",107697.513012046
"2627",161239.103319191
"2628",106716.541189016
"2629",243345.083949549
"2630",58773.0733423697
"2631",278701.719332134
"2632",220771.154970702
"2633",327488.77682484
"2634",141276.754785908
"2635",231181.417324845
"2636",233690.1836377
"2637",47731.3681187354
"2638",98087.4180477869
"2639",221806.933608595
"2640",214518.814869583
"2641",199897.410780608
"2642",22879.4414380787
"2643",199403.428898078
"2644",312026.657965924
"2645",186532.888483961
"2646",234650.11108786
"2647",119289.71893892
"2648",307247.516068787
"2649",211304.532756862
"2650",114321.448595549
"2651",257169.667145237
"2652",96344.4744439003
"2653",381868.217665381
"2654",138179.094153593
"2655",144669.324666962
"2656",110253.961807568
"2657",290307.106501541
"2658",281514.560691592
"2659",17388.9087697146
"2660",283229.080316856
"2661",326099.498244638
"2662",260835.742024675
"2663",338533.746967104
"2664",120562.180859398
"2665",218881.78544634
"2666",268003.027360368
"2667",196117.618514472
"2668",151736.704238689
"2669",119416.100982845
"2670",270350.693598911
"2671",162473.460679362
"2672",343887.534444003
"2673",164805.855820696
"2674",301293.43989835
"2675",252547.12913249
"2676",234749.681564377
"2677",166494.484331852
"2678",36376.6871801146
"2679",207756.598710485
"2680",107813.263203031
"2681",202806.929588834
"2682",276156.977086224
"2683",337416.280917998
"2684",201755.973834967
"2685",234792.236528364
"2686",215600.152374179
"2687",210082.739692241
"2688",275731.172028809
"2689",278649.528929426
"2690",194297.879145995
"2691",431654.56045387
"2692",251213.241958649
"2693",101988.997234581
"2694",149303.287698909
"2695",94920.4946955406
"2696",324131.717900743
"2697",64040.7325558282
"2698",212281.307252577
"2699",113972.053522866
"2700",132920.824648949
"2701",212210.292722621
"2702",259595.420732981
"2703",294180.82635208
"2704",343965.0514231
"2705",173005.351794011
"2706",283534.88034578
"2707",118695.069168832
"2708",228475.942963326
"2709",210282.25557058
"2710",251157.137228231
"2711",246063.981250839
"2712",162373.6672034
"2713",309882.697287472
"2714",207149.194263878
"2715",218288.564143263
"2716",219645.995272164
"2717",289903.632428105
"2718",657518.446789357
"2719",187083.788195416
"2720",153512.265493642
"2721",464481.939891348
"2722",104038.729849368
"2723",227234.67114833
"2724",200395.976530552
"2725",231126.736090446
"2726",317650.962804167
"2727",213529.727229456
"2728",195441.293712979
"2729",323677.301145292
"2730",270617.548682979
"2731",172046.252560159
"2732",174981.556468566
"2733",176974.116967446
"2734",215038.705516973
"2735",144356.547020997
"2736",170759.875185394
"2737",369322.274673837
"2738",85149.7261769297
"2739",163735.960229776
"2740",91582.8868250113
"2741",181896.753722676
"2742",223857.550089116
"2743",310403.353328264
"2744",165839.14730374
"2745",187942.853790787
"2746",232112.270355646
"2747",224054.060719185
"2748",282135.282726613
"2749",244801.047702659
"2750",140937.777894117
"2751",261038.026068424
"2752",209246.980934814
"2753",368065.777570217
"2754",189594.510426345
"2755",120751.288106595
"2756",319787.42308076
"2757",656141.869871043
"2758",253016.996443185
"2759",320845.215800932
"2760",167068.961901781
"2761",266100.918412135
"2762",168082.29354457
"2763",204390.038119413
"2764",96956.5651029612
"2765",308547.102302941
"2766",236146.359996099
"2767",226633.223243249
"2768",84404.9052036332
"2769",63223.3930368181
"2770",178065.135577305
"2771",225479.358786449
"2772",213601.133698255
"2773",132277.859324434
"2774",248904.013756962
"2775",195683.260285387
"2776",146740.682315598
"2777",136183.981123674
"2778",112294.805578722
"2779",22726.9752762224
"2780",241424.724637286
"2781",121474.745961752
"2782",338645.129218602
"2783",159467.982642766
"2784",84104.0398988626
"2785",112023.522706627
"2786",64684.1742699482
"2787",120743.552272478
"2788",102856.479846814
"2789",132259.017862083
"2790",198860.792007813
"2791",150820.241258925
"2792",167195.664666656
"2793",263953.807128393
"2794",299690.736145036
"2795",235796.409674944
"2796",161971.824927634
"2797",80447.1810190496
"2798",190428.502276185
"2799",319612.423270565
"2800",177083.184238054
"2801",247553.735970428
"2802",177364.587932528
"2803",101168.75394068
"2804",43189.6564851483
"2805",201876.107937376
"2806",234004.697312673
"2807",136648.216889123
"2808",225895.604785987
"2809",96260.0094084215
"2810",205224.126114797
"2811",479366.254424784
"2812",197504.099784966
"2813",273656.562019973
"2814",259380.008161611
"2815",115903.89574532
"2816",264880.71370586
"2817",305248.736246304
"2818",99288.700192362
"2819",158327.669426514
"2820",180560.663513312
"2821",128474.923995363
"2822",225533.267531843
"2823",190833.373944965
"2824",54669.9397761688
"2825",473586.497732476
"2826",284134.021913554
"2827",202377.700430415
"2828",169974.123184212
"2829",209331.428906189
"2830",233453.597609642
"2831",256638.997765757
"2832",153303.276290536
"2833",131830.134508184
"2834",466412.050083602
"2835",123192.980574423
"2836",159598.518140708
"2837",110543.870888556
"2838",236787.709131299
"2839",313814.10564234
"2840",142637.472300127
"2841",175561.668243589
"2842",118244.826828647
"2843",299804.787183747
"2844",127207.096954215
"2845",63875.4433842822
"2846",123908.969771761
"2847",251178.912392597
"2848",245849.678794927
"2849",142111.936706191
"2850",280468.040261086
"2851",205399.38931584
"2852",375984.961930291
"2853",194232.21954757
"2854",292862.640610517
"2855",202823.876439071
"2856",335305.162235631
"2857",93180.6563080741
"2858",205548.239139802
"2859",297103.317719852
"2860",352465.765464943
"2861",307727.05529121
"2862",166233.515037023
"2863",159447.983114426
"2864",282474.876077357
"2865",280629.425248206
"2866",204708.600576193
"2867",359665.680941534
"2868",148087.152526416
"2869",291317.319173474
"2870",314097.531957313
"2871",122709.991120876
"2872",262542.464739552
"2873",150755.566341264
"2874",136087.605462268
"2875",162478.034981112
"2876",125027.928192079
"2877",182374.235530991
"2878",294999.384007081
"2879",81669.6113481192
"2880",227773.24009752
"2881",127584.902876115
"2882",148504.621164386
"2883",15071.4316171762
"2884",126248.040205039
"2885",162024.950882404
"2886",309071.038872514
"2887",348521.792058052
"2888",159472.040413743
"2889",205167.585788323
"2890",230933.020775892
"2891",187691.089720519
"2892",209605.501212802
"2893",112139.291444201
"2894",233587.603482096
"2895",339105.868403871
"2896",143105.120205324
"2897",240553.37034404
"2898",244862.547084082
"2899",32604.0657380053
"2900",235906.491595785
"2901",173141.329646953
"2902",352207.215770699
"2903",236541.036471322
"2904",51756.2160870501
"2905",115061.235947146
"2906",134582.023275
"2907",291063.676683118
"2908",423660.022660389
"2909",153130.80247897
"2910",218516.274882722
"2911",140089.626688604
"2912",259797.665529446
"2913",355951.925269813
"2914",111691.234509436
"2915",208715.101770287
"2916",360324.3724309
"2917",221939.403647088
"2918",101013.232358078
"2919",214334.725272569
"2920",77852.2274049648
"2921",222318.020051447
"2922",279556.471310546
"2923",150043.843088285
"2924",295423.988667965
"2925",313200.485787024
"2926",151683.945518618
"2927",399029.496228387
"2928",188872.0374864
"2929",166399.720113706
"2930",38363.9736580701
"2931",137873.882100965
"2932",280207.666562913
"2933",74905.4574060124
"2934",238851.32342848
"2935",116770.630803933
"2936",118907.338185559
"2937",119944.644981552
"2938",129413.338553027
"2939",165995.499157879
"2940",141182.92304053
"2941",280343.882035156
"2942",334727.381375959
"2943",218806.526559782
"2944",136336.885714322
"2945",330675.683606251
"2946",230119.641653456
"2947",522484.966887971
"2948",231602.610593099
"2949",110266.606673001
"2950",151104.220518576
"2951",220727.287158846
"2952",264155.338179291
"2953",134054.579597152
"2954",243853.721063377
"2955",285065.964705211
"2956",47743.4962662183
"2957",126784.417384316
"2958",224196.381885438
"2959",251256.075821977
"2960",261908.948803736
"2961",51840.4655601026
"2962",367199.198483538
"2963",657270.444555753
"2964",180526.730793458
"2965",132323.851614706
"2966",244591.106506431
"2967",217630.002985114
"2968",343163.63167165
"2969",207553.135696416
"2970",131426.339160353
"2971",228722.226488041
"2972",194826.981673051
"2973",233806.575336476
"2974",338127.227267865
"2975",307556.911900177
"2976",196251.341635125
"2977",259198.201117966
"2978",59430.7770145134
"2979",153700.510835989
"2980",169941.256734743
"2981",234662.517027057
"2982",158675.700347212
"2983",319890.721079581
"2984",279206.869518578
"2985",280839.807737374
"2986",239240.238000631
"2987",238281.479201285
"2988",448402.277078933
"2989",138479.611569988
"2990",278799.534074445
"2991",222207.668744155
"2992",148104.524462136
"2993",177500.238801714
"2994",272492.927371565
"2995",93027.0183910067
"2996",285670.194028147
"2997",240328.889920411
"2998",186695.030200062
"2999",357193.194131596
"3000",98754.0185498283
"3001",192800.21825157
"3002",152816.362843271
"3003",198305.466470963
"3004",326704.950180052
"3005",211930.682852367
"3006",166451.215303424
"3007",309484.11164556
"3008",182848.968351127
"3009",201240.612769534
"3010",350205.613915822
"3011",75990.3969642846
"3012",175275.688330498
"3013",294070.09907389
"3014",270181.283734657
"3015",223114.257735208
"3016",257201.390261759
"3017",266284.643543621
"3018",92068.466912878
"3019",380626.679313066
"3020",211062.011058113
"3021",250187.89569756
"3022",104563.287430563
"3023",192848.300209993
"3024",203339.224690446
"3025",298992.784628965
"3026",183237.263172988
"3027",299522.56242807
"3028",175715.531853673
"3029",112443.793683771
"3030",109872.523579033
"3031",574679.794330447
"3032",262134.097267445
"3033",235111.81691246
"3034",128745.894163982
"3035",217082.632794443
"3036",227380.386315557
"3037",169048.35789305
"3038",192240.770200731
"3039",104079.321909121
"3040",426120.407228543
"3041",88021.7571438504
"3042",200945.98220611
"3043",133670.535407093
"3044",86745.6327176098
"3045",362758.959015701
"3046",263641.233218029
"3047",276356.794034847
"3048",172651.891456025
"3049",169951.972331488
"3050",292895.679922037
"3051",209655.906947085
"3052",240684.317031547
"3053",200229.863720351
"3054",339234.651851497
"3055",255373.821113722
"3056",238326.419037419
"3057",143623.396491103
"3058",275811.508057725
"3059",208826.234336087
"3060",253443.898102111
"3061",225769.688870587
"3062",185526.837888576
"3063",311625.237566209
"3064",234078.396394278
"3065",366755.65408909
"3066",94171.780398105
"3067",90826.1669974529
"3068",186047.060786525
"3069",10265.5122791731
"3070",246714.571928674
"3071",319267.516678433
"3072",192628.20936786
"3073",358978.836604708
"3074",251464.012893188
"3075",165772.477589477
"3076",268191.927002608
"3077",250940.491521602
"3078",97732.3655853574
"3079",207315.601602056
"3080",159137.657000938
"3081",283750.529002257
"3082",295147.058735938
"3083",165301.893663474
"3084",265028.110414958
"3085",138020.531426999
"3086",206210.969848482
"3087",281551.839760295
"3088",496025.579115121
"3089",139099.855656174
"3090",66789.5038368279
"3091",273995.276652359
"3092",273290.842826486
"3093",237336.132212103
"3094",185176.090347667
"3095",234175.533730652
"3096",82677.127648236
"3097",64833.0987722609
"3098",229060.156414831
"3099",307365.256073034
"3100",174941.075789516
"3101",315487.567310244
"3102",222975.476166012
"3103",332653.524069084
"3104",-25343.8370287588
"3105",48811.8416920819
"3106",197503.797503349
"3107",179574.663624633
"3108",266945.795799168
"3109",162547.950989961
"3110",268706.74099639
"3111",261986.185222689
"3112",240151.979057075
"3113",284227.35447918
"3114",378759.509900851
"3115",119974.608143806
"3116",239841.189399429
"3117",58105.6768765125
"3118",131862.177526678
"3119",245529.637796046
"3120",210929.390699318
"3121",183843.107946318
"3122",310347.697815376
"3123",134785.865213835
"3124",290827.236433316
"3125",222186.350627374
"3126",113463.480047608
"3127",225293.889977905
"3128",20988.478853575
"3129",246427.554379583
"3130",390774.177591413
"3131",215890.308306233
"3132",161883.369107112
"3133",208954.232707116
"3134",248626.454993819
"3135",67265.3927644951
"3136",438848.964690546
"3137",236538.561528791
"3138",223137.228696435
"3139",159867.517990841
"3140",142778.476006142
"3141",191059.080583533
"3142",202634.644015179
"3143",96659.445938142
"3144",262594.468726547
"3145",336394.551777501
"3146",111721.881996527
"3147",85537.0816175646
"3148",145468.541255351
"3149",196509.996004177
"3150",563537.985877636
"3151",249289.168129604
"3152",129741.639523854
"3153",336765.507650788
"3154",75767.5394359963
"3155",229955.540431675
"3156",262369.803851355
"3157",95597.7054944198
"3158",407327.852594773
"3159",194561.975233986
"3160",174335.801495604
"3161",75003.9923900592
"3162",297245.610698555
"3163",153547.712726876
"3164",211062.09680325
"3165",145603.724661477
"3166",253846.857280434
"3167",500860.266833974
"3168",223271.459588031
"3169",252867.504883623
"3170",179778.54788059
"3171",181680.294463899
"3172",152834.387371492
"3173",140119.416062783
"3174",167520.313551357
"3175",244728.159159252
"3176",237212.791260597
"3177",84617.1191872607
"3178",118693.427585954
"3179",244063.521962195
"3180",386233.609411188
"3181",197830.460935088
"3182",78769.5954248839
"3183",156371.056742143
"3184",262064.247137451
"3185",301466.278282886
"3186",130999.013143739
"3187",140326.718981354
"3188",201103.251721502
"3189",261965.856922585
"3190",107284.986358765
"3191",240640.134918179
"3192",71892.8844703137
"3193",177513.60717652
"3194",88010.5109535531
"3195",269147.349372414
"3196",227576.282008591
"3197",254221.011253954
"3198",283988.113101345
"3199",104795.615388882
"3200",185889.121037957
"3201",197356.944410837
"3202",297091.694224656
"3203",188280.982933428
"3204",167177.315116478
"3205",172577.853217273
"3206",63937.4840210667
"3207",285410.49939921
"3208",301295.056402958
"3209",41763.4112342277
"3210",267927.599054105
"3211",208619.192059902
"3212",159168.099787754
"3213",181493.588538023
"3214",200130.734240665
"3215",167275.51555202
"3216",384466.705041872
"3217",132170.828303931
"3218",68196.0652755398
"3219",156563.668819645
"3220",149183.175210724
"3221",370093.976028144
"3222",93553.8124606806
"3223",166791.66588376
"3224",104083.807106221
"3225",208787.441955796
"3226",197516.372818101
"3227",182497.124171846
"3228",172323.032170379
"3229",278216.018640254
"3230",103946.43153576
"3231",218824.188172964
"3232",192340.783545459
"3233",236860.800609995
"3234",266360.887976423
"3235",121883.598492021
"3236",84821.3256558571
"3237",287266.094629756
"3238",275470.151096061
"3239",157542.581445363
"3240",234599.850527543
"3241",195498.46811507
"3242",164088.592030795
"3243",230998.823347077
"3244",206470.133298562
"3245",69486.0109606929
"3246",298604.600216573
"3247",191394.061742927
"3248",317697.547221939
"3249",268164.73226466
"3250",143799.665262418
"3251",287542.399023267
"3252",248406.173545973
"3253",193296.41673232
"3254",282305.982016356
"3255",223533.616400577
"3256",79703.5273018149
"3257",212291.697068036
"3258",264098.759114599
"3259",198034.67332507
"3260",89954.8912040077
"3261",164717.556159859
"3262",155927.03358527
"3263",102441.258775671
"3264",105766.124934414
"3265",74447.9411527513
"3266",204221.978373352
"3267",269890.811605754
"3268",285574.816737291
"3269",372467.188257189
"3270",164164.460266751
"3271",130630.374910286
"3272",154167.801805616
"3273",127519.555055796
"3274",343215.516048493
"3275",443803.391841531
"3276",339283.141768646
"3277",134951.342174963
"3278",147061.390444097
"3279",123294.548914867
"3280",200454.07857605
"3281",303263.540906862
"3282",246269.010287494
"3283",199900.835340963
"3284",341293.27872415
"3285",164927.896310123
"3286",266867.776984261
"3287",267558.327670224
"3288",197808.191303583
"3289",240032.311021012
"3290",225007.124830824
"3291",-58132.5867801582
"3292",214977.121360905
"3293",271162.248455961
"3294",133339.183475782
"3295",206374.470125336
"3296",300433.337554526
"3297",244571.134441826
"3298",148498.68302922
"3299",225431.802075153
"3300",79793.2068396158
"3301",53232.0616547421
"3302",97124.6258671278
"3303",101259.07402167
"3304",198606.832881292
"3305",269770.135784108
"3306",159352.012341997
"3307",187896.004814198
"3308",20323.389919107
"3309",262519.652416444
"3310",299029.309822207
"3311",72578.0093176061
"3312",30078.6307890031
"3313",301273.301338226
"3314",132427.946693726
"3315",124318.868947911
"3316",198016.007753169
"3317",147726.709076371
"3318",405374.130624899
"3319",35012.2029757122
"3320",50552.3911814232
"3321",121357.89138541
"3322",165789.511256348
"3323",111198.325368534
"3324",128220.903476136
"3325",43547.2880800173
"3326",269005.729343542
"3327",159851.171531301
"3328",268912.720132192
"3329",232670.686722329
"3330",97830.0518360998
"3331",59379.6463080752
"3332",500385.295679601
"3333",101280.574821578
"3334",273466.365488101
"3335",283824.6445872
"3336",197885.463609607
"3337",276789.061256112
"3338",234919.105608255
"3339",273719.289124284
"3340",292479.619786031
"3341",312083.728393387
"3342",106629.394424612
"3343",175778.297558051
"3344",245246.242408486
"3345",162903.211595303
"3346",356858.721317574
"3347",279082.186160583
"3348",91156.6474792381
"3349",566184.516572103
"3350",69303.2451770495
"3351",220414.091391704
"3352",221532.258694753
"3353",137811.073150378
"3354",309175.848874217
"3355",102389.967297549
"3356",120936.906251576
"3357",453491.780884941
"3358",334554.613531689
"3359",261250.381190942
"3360",232051.258586341
"3361",259245.115145355
"3362",266833.036340657
"3363",106698.837306377
"3364",294742.496821192
"3365",114958.467290114
"3366",252371.131433095
"3367",274417.881515452
"3368",264008.946879454
"3369",317595.497308544
"3370",150583.149886199
"3371",97495.3605928629
"3372",260418.936898353
"3373",94573.3191761476
"3374",438463.927328096
"3375",367280.709775847
"3376",116833.885987
"3377",426880.607404635
"3378",253777.952817455
"3379",312746.175164604
"3380",55153.3726003964
"3381",212603.492256208
"3382",307575.881110174
"3383",110922.565506841
"3384",176916.961677127
"3385",28066.2310259677
"3386",138573.186987472
"3387",103321.317015604
"3388",154091.964783396
"3389",323151.612265601
"3390",74737.1335268745
"3391",310027.403308584
"3392",323183.133370787
"3393",196805.859546421
"3394",227688.954445764
"3395",300347.298764003
"3396",236214.58054514
"3397",58145.9053565036
"3398",246602.614566307
"3399",104395.054256099
"3400",120785.202408393
"3401",266553.577203706
"3402",156898.777926001
"3403",227171.432446498
"3404",210951.621269043
"3405",161935.546750106
"3406",322238.335506318
"3407",282796.034446006
"3408",71222.0658991305
"3409",107455.854933478
"3410",475462.638215781
"3411",270760.464769374
"3412",228643.329958844
"3413",306829.743999812
"3414",234912.659021295
"3415",367979.041477677
"3416",66355.9944087142
"3417",87679.7680914003
"3418",116524.161247883
"3419",76135.7858338857
"3420",256213.223066121
"3421",224546.528327686
"3422",238046.967226916
"3423",226428.041507562
"3424",293960.964839124
"3425",151023.058913788
"3426",142603.763686501
"3427",-10650.8031895472
"3428",147330.44203853
"3429",288612.83871302
"3430",122508.002237319
"3431",265663.734596862
"3432",191478.943867123
"3433",78655.3128203216
"3434",378691.247274793
"3435",186408.118423326
"3436",108159.625931462
"3437",271339.635152864
"3438",219742.451970023
"3439",241434.533041279
"3440",174047.895282891
"3441",272698.429387657
"3442",127893.430979944
"3443",320114.836306275
"3444",98194.0114173512
"3445",193348.578547994
"3446",237022.016817967
"3447",130726.148788327
"3448",149175.047143808
"3449",224917.457846437
"3450",246417.958102987
"3451",97902.7325020764
"3452",387568.984890976
"3453",159496.13195212
"3454",300495.785172749
"3455",80876.8065832427
"3456",78552.6777548154
"3457",276104.142189186
"3458",186694.644846328
"3459",173880.062603855
"3460",279223.260146408
"3461",165704.083007049
"3462",276378.134682946
"3463",365821.051281105
"3464",358727.038138448
"3465",243898.865727274
"3466",171469.761641051
"3467",209697.205100359
"3468",158566.327929379
"3469",180638.638116023
"3470",123613.18240385
"3471",113378.93180453
"3472",302850.61440884
"3473",146624.769711478
"3474",390180.971357784
"3475",180130.939020863
"3476",272949.056105255
"3477",140553.577688294
"3478",167475.29225802
"3479",93096.8379266469
"3480",208112.522124339
"3481",79073.1647252962
"3482",313724.116553837
"3483",99909.3328720725
"3484",190937.055918712
"3485",132957.765462202
"3486",211699.746126972
"3487",162103.839466526
"3488",147921.565338173
"3489",283504.384902674
"3490",83257.3707050018
"3491",340560.453042328
"3492",253482.694143636
"3493",254513.741017348
"3494",144443.46543937
"3495",84697.6582421982
"3496",159216.463024953
"3497",222873.885616244
"3498",283859.139581623
"3499",151327.641250335
"3500",298652.93134654
"3501",243597.842729021
"3502",123869.290089695
"3503",258503.058518688
"3504",132301.919679747
"3505",131911.981499453
"3506",222814.890520039
"3507",134808.344510942
"3508",177191.958120823
"3509",357813.907637497
"3510",213003.05012152
"3511",182894.34632684
"3512",318607.664091369
"3513",186091.395942561
"3514",-20102.828222744
"3515",197252.547343774
"3516",46130.98580603
"3517",263088.759468036
"3518",328612.803163825
"3519",205773.555789477
"3520",242383.905487715
"3521",276784.254321814
"3522",159196.902927688
"3523",58076.8814334245
"3524",275597.09769604
"3525",173085.833361321
"3526",210945.930547977
"3527",262012.234259235
"3528",83125.2153966432
"3529",145226.965510609
"3530",278034.290599295
"3531",141128.523829883
"3532",85200.3631773406
"3533",76102.542287501
"3534",137230.459049565
"3535",114925.692897661
"3536",419713.578786627
"3537",275898.201102322
"3538",264634.559418225
"3539",260248.729701875
"3540",240225.884291276
"3541",298665.730400423
"3542",176792.964183754
"3543",229981.745913081
"3544",250863.324308607
"3545",202265.12420647
"3546",240856.13994318
"3547",63747.0508743158
"3548",70114.017421459
"3549",240994.159072359
"3550",58172.7922652699
"3551",349944.185328014
"3552",216715.756250685
"3553",241590.101518708
"3554",182000.950579991
"3555",150018.44197682
"3556",300006.177848996
"3557",256574.323159332
"3558",203925.6170351
"3559",120063.18407869
"3560",304014.257522955
"3561",164399.7265176
"3562",120891.525656273
"3563",381197.402150327
"3564",138489.786104243
"3565",63423.5464140436
"3566",268662.161809565
"3567",263465.928864682
"3568",180744.611082319
"3569",61380.724598065
"3570",134486.42979138
"3571",177864.947518661
"3572",185247.409518478
"3573",154815.551424628
"3574",219359.410935853
"3575",148149.493979793
"3576",215127.173063857
"3577",258682.849552851
"3578",206726.764374858
"3579",260061.052254855
"3580",246854.511618949
"3581",309995.023134284
"3582",253411.891607134
"3583",222674.744532786
"3584",388849.430384362
"3585",597886.997702571
"3586",150002.422778403
"3587",246558.486727051
"3588",258580.246877075
"3589",246044.650302932
"3590",139995.322573232
"3591",202063.908829421
"3592",239195.387816468
"3593",55572.6497760781
"3594",109609.629636856
"3595",258735.777212087
"3596",244709.035130578
"3597",128626.316666482
"3598",324305.328563119
"3599",243885.330477918
"3600",216711.399380404
"3601",263111.083283005
"3602",243587.050250519
"3603",332515.3493394
"3604",205717.025742448
"3605",207743.933307752
"3606",261872.703763612
"3607",258151.957942527
"3608",548100.332384684
"3609",388054.592068029
"3610",188345.917446295
"3611",142461.084503698
"3612",282610.572052272
"3613",92134.875943215
"3614",95758.1285349224
"3615",176836.797720307
"3616",267797.093239274
"3617",80322.7813305154
"3618",118071.207369506
"3619",110944.25228327
"3620",255935.355148357
"3621",241769.723539458
"3622",341627.485588492
"3623",148841.436392373
"3624",335244.452378765
"3625",266642.07112033
"3626",273203.719420745
"3627",218740.388625463
"3628",134600.895013955
"3629",79919.9679943721
"3630",211625.223314734
"3631",101022.590985372
"3632",328469.951076308
"3633",170296.071742331
"3634",258074.478802169
"3635",109230.710060401
"3636",238651.405323915
"3637",55584.8930224126
"3638",80682.9167271243
"3639",65092.328443279
"3640",335214.581396312
"3641",74422.7961418685
"3642",403521.019882861
"3643",116571.211666362
"3644",229571.985789539
"3645",339910.398119629
"3646",261253.295625582
"3647",324231.686501741
"3648",134568.677794465
"3649",240403.761321088
"3650",121618.915576906
"3651",482852.549296211
"3652",228791.709598303
"3653",271692.079207446
"3654",238801.262074555
"3655",149405.733157976
"3656",47385.5211277716
"3657",511765.601620226
"3658",185067.965694433
"3659",242758.921609004
"3660",362492.503746547
"3661",163822.965621971
"3662",267463.685903917
"3663",105678.609984236
"3664",130052.298982416
"3665",202058.706926679
"3666",202570.204291762
"3667",210031.198438367
"3668",240362.850774273
"3669",159162.148503382
"3670",396270.128272602
"3671",271432.571816419
"3672",101989.451174074
"3673",248616.344104403
"3674",310442.985900224
"3675",129843.06713123
"3676",240938.613169603
"3677",44702.6380970643
"3678",99008.4936913847
"3679",279056.450133433
"3680",361063.534030774
"3681",66407.1335680927
"3682",153605.817681342
"3683",291814.223139356
"3684",175986.874930185
"3685",196550.242744213
"3686",261708.238054008
"3687",274456.039411688
"3688",291222.602631311
"3689",312093.586754854
"3690",237545.080894556
"3691",227598.223927679
"3692",225491.752270128
"3693",292867.305914235
"3694",144652.205736558
"3695",331865.531347707
"3696",228288.927221225
"3697",43900.1932791955
"3698",203329.20160532
"3699",385513.210512729
"3700",312719.805887385
"3701",129175.035084562
"3702",190343.67804255
"3703",254635.110838519
"3704",273123.45478057
"3705",54684.650828477
"3706",302270.68777515
"3707",243416.442965846
"3708",128714.547279751
"3709",133914.108802804
"3710",200359.493091151
"3711",139631.40283302
"3712",79224.6021452817
"3713",209004.202287515
"3714",233559.618721441
"3715",88608.236069851
"3716",292952.463611389
"3717",241130.701252652
"3718",287247.202877631
"3719",216549.430123339
"3720",239021.194058365
"3721",122925.603122114
"3722",123716.511853505
"3723",189812.397833981
"3724",377094.791700617
"3725",286124.162367274
"3726",188304.376574097
"3727",135020.816440796
"3728",142618.645437917
"3729",218596.752458026
"3730",222461.679433231
"3731",181500.291392017
"3732",690530.082493866
"3733",262440.137583585
"3734",452105.205872434
"3735",165853.364788497
"3736",151017.191984977
"3737",302178.769109527
"3738",196222.34136994
"3739",331504.692453729
"3740",28686.9572260758
"3741",143414.72205852
"3742",247075.152736358
"3743",206553.530229526
"3744",102063.372679199
"3745",119518.220644786
"3746",205822.573932199
"3747",227486.086265834
"3748",72792.7893257967
"3749",242987.106240602
"3750",56650.6574273307
"3751",256754.592179379
"3752",262031.527584067
"3753",224150.744510422
"3754",259876.998834623
"3755",239704.821772942
"3756",231906.327096682
"3757",169614.723840781
"3758",188905.473019094
"3759",197561.689657587
"3760",269181.637797807
"3761",71316.5120639911
"3762",96798.0862316458
"3763",166688.063999612
"3764",139896.531460492
"3765",208935.062561133
"3766",64767.2440988599
"3767",138735.047903125
"3768",339945.729853695
"3769",163080.692313204
"3770",396048.591070116
"3771",239076.430480507
"3772",230791.997803849
"3773",242214.673564478
"3774",243875.552866595
"3775",152267.381142002
"3776",123082.970301707
"3777",312717.170893716
"3778",158524.593146432
"3779",128622.070537712
"3780",381217.975614789
"3781",136297.004607289
"3782",78596.2504357147
"3783",79084.5835067936
"3784",116341.017225121
"3785",137068.821931631
"3786",293018.196386128
"3787",163373.606631334
"3788",222234.315157972
"3789",59190.5663855356
"3790",138026.178284614
"3791",148282.89381353
"3792",187968.03145247
"3793",224443.806784196
"3794",156781.28243787
"3795",261511.785213138
"3796",216151.58444069
"3797",310121.646159819
"3798",403104.360046462
"3799",262971.382173157
"3800",95754.6279115641
"3801",248392.550839597
"3802",134962.112846635
"3803",42447.4552710941
"3804",248187.763566579
"3805",163853.876889083
"3806",309316.602710385
"3807",209424.42485045
"3808",169447.570175852
"3809",127124.701436818
"3810",337370.791392364
"3811",176665.624195224
"3812",196406.677659465
"3813",192399.46126911
"3814",221750.164982701
"3815",192012.807045382
"3816",261778.054766388
"3817",282295.287353344
"3818",273875.956230428
"3819",205253.078760036
"3820",130534.444587657
"3821",188860.33801785
"3822",215639.93393866
"3823",178454.731750079
"3824",222591.29902467
"3825",344445.745115542
"3826",94606.0436368176
"3827",301401.268410285
"3828",286229.283222074
"3829",221420.629693906
"3830",290932.929417232
"3831",151628.160536676
"3832",42793.903133973
"3833",145282.470424794
"3834",299611.811939461
"3835",425767.085159421
"3836",162008.533064577
"3837",142155.672374019
"3838",286767.915444458
"3839",265843.682701323
"3840",99589.9002474003
"3841",188174.757315047
"3842",188020.660639872
"3843",130925.871783762
"3844",71422.6881155052
"3845",98779.9864175682
"3846",296795.759918188
"3847",238075.540872338
"3848",158802.988902311
"3849",320422.293777124
"3850",232358.155502347
"3851",140207.245118401
"3852",133190.61667183
"3853",117478.580163009
"3854",306301.595912568
"3855",137631.254497397
"3856",217707.526771693
"3857",201015.385347475
"3858",278613.548140655
"3859",346909.49409603
"3860",147714.196458751
"3861",150746.216115062
"3862",185447.748275942
"3863",73063.1261359163
"3864",51457.5901026678
"3865",57737.6946829407
"3866",87640.7951793683
"3867",199291.751141935
